Year,District,Plant Month,Crop,Rainfall(mm),Temperature(C),Humidity(%),Soil pH,Growing Days,Harvest Month,Harvest Price(LKR/kg)
2015,Galle,May,Cabbage,303,31.7,86,5.7,90,August,187.64
2015,Galle,June,Cabbage,119,30,76,5.9,90,September,177.7
2015,Galle,July,Cabbage,193,24.7,71,6.4,90,October,164.1
2015,Galle,August,Cabbage,264,28.5,88,5.8,90,November,173.2
2015,Galle,September,Cabbage,262,20.1,72,5.7,90,December,165.77
2015,Galle,October,Cabbage,108,25.1,81,7,90,January,152.31
2015,Galle,November,Cabbage,141,32.3,77,5.7,90,February,187.82
2015,Galle,December,Cabbage,293,30.4,68,6.1,90,March,217.55
2015,Galle,January,Green Gram,244,26.5,84,5.7,70,March,344.4
2015,Galle,February,Green Gram,50,21.6,82,6.4,70,April,314.71
2015,Galle,March,Green Gram,161,20.7,81,6.2,70,May,288.15
2015,Galle,April,Green Gram,44,25.6,78,6,70,June,207.89
2015,Galle,May,Green Gram,259,23.2,69,6.7,70,July,224.15
2015,Galle,June,Green Gram,183,30,76,7.2,70,August,233.59
2015,Galle,July,Green Gram,259,22.6,66,6.7,70,September,273.36
2015,Galle,August,Green Gram,132,22.5,69,5.9,70,October,215.64
2015,Galle,September,Green Gram,59,23.6,72,7.1,70,November,261.5
2015,Galle,October,Green Gram,142,21.2,63,6.1,70,December,276.9
2015,Galle,November,Green Gram,158,22.9,87,6.3,70,January,274.54
2015,Galle,December,Green Gram,66,24,77,6.1,70,February,342.11
2015,Galle,January,Cowpea,254,23.2,63,5.8,70,March,210.09
2015,Galle,February,Cowpea,204,22.8,90,6,70,April,311.9
2015,Galle,March,Cowpea,260,22.4,91,6.1,70,May,261.13
2015,Galle,April,Cowpea,89,28.7,68,6.1,70,June,334.54
2015,Galle,May,Cowpea,225,29.7,83,5.9,70,July,256.36
2015,Galle,June,Cowpea,236,21.1,66,5.7,70,August,334.75
2015,Galle,July,Cowpea,101,20.5,72,5.8,70,September,284.89
2015,Galle,August,Cowpea,90,21,81,6,70,October,289.67
2015,Galle,September,Cowpea,143,26.9,69,5.6,70,November,242.21
2015,Galle,October,Cowpea,169,31.6,82,7,70,December,285.35
2015,Galle,November,Cowpea,100,31.8,64,6.3,70,January,297.99
2015,Galle,December,Cowpea,297,30.3,70,6.5,70,February,327.05
2015,Galle,January,Groundnut,106,23.8,63,6.9,110,May,443.19
2015,Galle,February,Groundnut,243,26.4,92,7.2,110,June,322.74
2015,Galle,March,Groundnut,300,25,84,6.2,110,July,346.9
2015,Galle,April,Groundnut,134,20,73,6.5,110,August,287.02
2015,Galle,May,Groundnut,302,25.9,76,6,110,September,335.24
2015,Galle,June,Groundnut,177,27.2,70,5.9,110,October,406.65
2015,Galle,July,Groundnut,189,20.5,69,7.1,110,November,348.33
2015,Galle,August,Groundnut,108,23.5,63,6.6,110,December,341.77
2015,Galle,September,Groundnut,147,26.9,60,6.6,110,January,429.25
2015,Galle,October,Groundnut,228,24.2,76,6.7,110,February,378.1
2015,Galle,November,Groundnut,190,24.2,63,6.6,110,March,287.37
2015,Galle,December,Groundnut,222,22.9,77,5.8,110,April,506.53
2015,Galle,January,Maize,315,28.5,66,6.7,100,April,174.43
2015,Galle,February,Maize,171,31.3,73,6.9,100,May,132.36
2015,Galle,March,Maize,177,22.7,85,5.8,100,June,133.36
2015,Galle,April,Maize,262,24.8,90,5.7,100,July,128.84
2015,Galle,May,Maize,134,30.6,71,5.8,100,August,156.65
2015,Galle,June,Maize,132,28.4,61,6,100,September,192.17
2015,Galle,July,Maize,241,28.9,72,5.6,100,October,118.98
2015,Galle,August,Maize,165,25.9,85,5.7,100,November,159.91
2015,Galle,September,Maize,46,27.8,84,6.2,100,December,122.4
2015,Galle,October,Maize,46,29.9,62,5.7,100,January,181.81
2015,Galle,November,Maize,177,21.9,60,6.8,100,February,113.35
2015,Galle,December,Maize,94,27.1,81,6.9,100,March,120.15
2015,Galle,January,Pumpkin,111,26.2,88,6.9,120,May,130.82
2015,Galle,February,Pumpkin,285,22,63,6.4,120,June,127.47
2015,Galle,March,Pumpkin,318,21.6,62,5.7,120,July,129.93
2015,Galle,April,Pumpkin,301,31.5,86,5.7,120,August,181.62
2015,Galle,May,Pumpkin,52,22.9,84,5.8,120,September,160.05
2015,Galle,June,Pumpkin,155,32,84,6.7,120,October,165.05
2015,Galle,July,Pumpkin,97,26.4,67,5.9,120,November,185.34
2015,Galle,August,Pumpkin,184,24.6,81,5.7,120,December,182.56
2015,Galle,September,Pumpkin,83,31.6,69,5.8,120,January,149.56
2015,Galle,October,Pumpkin,132,28.8,69,7,120,February,162.72
2015,Galle,November,Pumpkin,186,24.5,66,6,120,March,146.94
2015,Galle,December,Pumpkin,228,32.1,64,6.8,120,April,177.38
2015,Galle,January,Brinjal,116,30.1,69,6,130,May,206.72
2015,Galle,February,Brinjal,284,30.6,67,6.5,130,June,278.41
2015,Galle,March,Brinjal,182,21.9,80,7.2,130,July,180.42
2015,Galle,April,Brinjal,237,24.6,91,6.2,130,August,244.87
2015,Galle,May,Brinjal,251,27.8,81,5.7,130,September,276.45
2015,Galle,June,Brinjal,165,25,91,6.4,130,October,219.57
2015,Galle,July,Brinjal,314,30.7,84,5.6,130,November,247.58
2015,Galle,August,Brinjal,309,27.5,74,6.7,130,December,187.13
2015,Galle,September,Brinjal,41,22.6,61,6.1,130,January,217.21
2015,Galle,October,Brinjal,108,32,63,7,130,February,202.97
2015,Galle,November,Brinjal,111,23.8,69,6.9,130,March,226.99
2015,Galle,December,Brinjal,255,23.2,74,5.6,130,April,174.86
2015,Matara,January,Paddy,113,24.9,61,6.7,120,May,221.06
2015,Matara,February,Paddy,67,29.1,64,6.3,120,June,243.4
2015,Matara,March,Paddy,120,20.4,83,5.7,120,July,197.35
2015,Matara,April,Paddy,46,27.4,86,5.8,120,August,189.08
2015,Matara,May,Paddy,111,29.7,79,6.3,120,September,260.38
2015,Matara,June,Paddy,267,30.2,60,6,120,October,185.58
2015,Matara,July,Paddy,56,27.9,71,6.4,120,November,166.43
2015,Matara,August,Paddy,256,28.8,89,6.4,120,December,274.5
2015,Matara,September,Paddy,296,24,74,6.2,120,January,185.7
2015,Matara,October,Paddy,87,26.8,68,6.8,120,February,217.85
2015,Matara,November,Paddy,68,22.8,71,6.9,120,March,293.83
2015,Matara,December,Paddy,79,30.6,89,6.3,120,April,251.16
2015,Matara,January,Tomato,247,30.8,70,5.6,90,April,214.04
2015,Matara,February,Tomato,257,22.5,66,5.7,90,May,212.88
2015,Matara,March,Tomato,211,20.4,78,5.8,90,June,179.05
2015,Matara,April,Tomato,148,27.8,79,5.8,90,July,191.63
2015,Matara,May,Tomato,56,23.1,65,7.2,90,August,239.55
2015,Matara,June,Tomato,287,20.6,80,5.7,90,September,205.74
2015,Matara,July,Tomato,222,29.8,85,6.4,90,October,206.51
2015,Matara,August,Tomato,240,29.4,68,6.7,90,November,177.85
2015,Matara,September,Tomato,248,31.7,92,5.7,90,December,271.59
2015,Matara,October,Tomato,116,20.3,84,6.3,90,January,279.68
2015,Matara,November,Tomato,59,23.8,69,6.7,90,February,175.4
2015,Matara,December,Tomato,87,32.4,74,7,90,March,271.59
2015,Matara,January,Chili,112,30,70,7.2,150,June,788.23
2015,Matara,February,Chili,307,32.1,81,6.3,150,July,621.54
2015,Matara,March,Chili,188,24.7,87,5.6,150,August,883.24
2015,Matara,April,Chili,238,23.1,64,7.1,150,September,817.61
2015,Matara,May,Chili,294,21.3,60,5.7,150,October,954.21
2015,Matara,June,Chili,320,31.3,65,6.3,150,November,767.16
2015,Matara,July,Chili,126,32.1,70,5.6,150,December,821.93
2015,Matara,August,Chili,220,21.2,71,6.7,150,January,769.83
2015,Matara,September,Chili,282,32.7,88,6.6,150,February,625.7
2015,Matara,October,Chili,103,32.6,91,5.6,150,March,949.05
2015,Matara,November,Chili,245,25.3,68,6.2,150,April,793.12
2015,Matara,December,Chili,200,24.9,86,6.4,150,May,680.77
2015,Matara,January,Big Onion,61,28.1,63,6.8,105,May,224.22
2015,Matara,February,Big Onion,44,22,66,6,105,June,211.23
2015,Matara,March,Big Onion,244,31.1,74,6.2,105,July,256.84
2015,Matara,April,Big Onion,87,24.5,89,6.6,105,August,322.52
2015,Matara,May,Big Onion,278,21.4,71,6.7,105,September,325.12
2015,Matara,June,Big Onion,243,30,72,6.2,105,October,197.17
2015,Matara,July,Big Onion,215,33,91,5.9,105,November,298.69
2015,Matara,August,Big Onion,98,23.6,62,6.4,105,December,329.78
2015,Matara,September,Big Onion,114,28.3,80,6.5,105,January,335.67
2015,Matara,October,Big Onion,234,20.8,83,6.8,105,February,334.28
2015,Matara,November,Big Onion,149,20.7,61,7.1,105,March,290.05
2015,Matara,December,Big Onion,178,23.3,71,5.6,105,April,197.89
2015,Matara,January,Red Onion,247,21.1,88,7,95,April,372.7
2015,Matara,February,Red Onion,172,22.4,63,5.7,95,May,451.84
2015,Matara,March,Red Onion,215,32.5,79,5.8,95,June,335.85
2015,Matara,April,Red Onion,254,26.3,70,7.1,95,July,354.22
2015,Matara,May,Red Onion,239,30.7,72,5.6,95,August,402.77
2015,Matara,June,Red Onion,114,24.2,80,5.5,95,September,450.77
2015,Matara,July,Red Onion,115,26.5,80,5.7,95,October,466.19
2015,Matara,August,Red Onion,248,23.4,60,7.2,95,November,460.6
2015,Matara,September,Red Onion,104,28.2,66,5.6,95,December,419.1
2015,Matara,October,Red Onion,136,25.5,70,6.5,95,January,307.89
2015,Matara,November,Red Onion,147,32.4,60,6.1,95,February,338.9
2015,Matara,December,Red Onion,194,31.7,92,6.9,95,March,288.7
2015,Matara,January,Potato,295,28.4,89,6.2,110,May,288.31
2015,Matara,February,Potato,317,25.5,81,5.7,110,June,256.65
2015,Matara,March,Potato,259,24.9,70,6.4,110,July,293.68
2015,Matara,April,Potato,263,28.2,66,7.2,110,August,370.07
2015,Matara,May,Potato,93,21.2,61,6.5,110,September,299.03
2015,Matara,June,Potato,294,29.7,66,6.6,110,October,315.61
2015,Matara,July,Potato,56,28.7,86,5.9,110,November,364.84
2015,Matara,August,Potato,235,21.5,90,7.1,110,December,288.11
2015,Matara,September,Potato,277,25.4,85,5.5,110,January,292.44
2015,Matara,October,Potato,154,26.6,77,7,110,February,272.61
2015,Matara,November,Potato,252,28.8,60,7,110,March,299.62
2015,Matara,December,Potato,47,20.3,83,6.9,110,April,318.41
2015,Matara,January,Beans,202,24.4,87,5.9,75,March,533.64
2015,Matara,February,Beans,138,28,85,6.9,75,April,492.32
2015,Matara,March,Beans,259,21.7,84,7.2,75,May,341.69
2015,Matara,April,Beans,202,26.7,87,5.9,75,June,470.41
2015,Matara,May,Beans,104,26.6,85,6.9,75,July,450.56
2015,Matara,June,Beans,173,30.9,70,7.1,75,August,348.9
2015,Matara,July,Beans,87,20.3,60,6.6,75,September,442.39
2015,Matara,August,Beans,54,28,65,6.5,75,October,306.07
2015,Matara,September,Beans,106,32.8,82,5.8,75,November,456.61
2015,Matara,October,Beans,153,23.9,75,6.7,75,December,493.7
2015,Matara,November,Beans,233,30,63,6,75,January,524.39
2015,Matara,December,Beans,51,28.3,66,5.7,75,February,522.53
2015,Matara,January,Carrot,102,21.4,78,5.9,95,April,283.26
2015,Matara,February,Carrot,79,26.4,83,7.1,95,May,288.68
2015,Matara,March,Carrot,91,26.4,61,6.2,95,June,343.83
2015,Matara,April,Carrot,79,22.7,86,6.1,95,July,309.59
2015,Matara,May,Carrot,270,30.5,71,6,95,August,426.42
2015,Matara,June,Carrot,56,21.5,81,7.2,95,September,343.31
2015,Matara,July,Carrot,319,20.1,76,7.1,95,October,285.68
2015,Matara,August,Carrot,55,27,92,6.8,95,November,290.33
2015,Matara,September,Carrot,226,21.5,73,5.6,95,December,274.94
2015,Matara,October,Carrot,82,29.5,68,6,95,January,342.85
2015,Matara,November,Carrot,87,24.5,78,6.3,95,February,407.68
2015,Matara,December,Carrot,263,26.7,85,7.1,95,March,297.02
2015,Matara,January,Cabbage,141,28.9,77,7.1,90,April,146.11
2015,Matara,February,Cabbage,199,22.2,73,7.1,90,May,187.69
2015,Matara,March,Cabbage,268,25.5,77,6.9,90,June,202.27
2015,Matara,April,Cabbage,236,25.6,82,6.1,90,July,203.33
2015,Matara,May,Cabbage,72,25.8,62,7.1,90,August,162.33
2015,Matara,June,Cabbage,249,23.8,82,6.2,90,September,147.38
2015,Matara,July,Cabbage,205,25.6,71,6.1,90,October,142.85
2015,Matara,August,Cabbage,230,24.8,80,5.7,90,November,169.41
2015,Matara,September,Cabbage,45,29.3,73,6.3,90,December,220.89
2015,Matara,October,Cabbage,159,27.3,84,6,90,January,157.91
2015,Matara,November,Cabbage,151,21.3,77,6.7,90,February,237.2
2015,Matara,December,Cabbage,78,27.5,86,6.7,90,March,182
2015,Matara,January,Green Gram,203,22.6,63,6.9,70,March,272.79
2015,Matara,February,Green Gram,180,25.5,67,6.3,70,April,288.82
2015,Matara,March,Green Gram,236,23.1,61,6,70,May,295.41
2015,Matara,April,Green Gram,42,31.9,78,5.7,70,June,345.83
2015,Matara,May,Green Gram,58,31.6,62,6.1,70,July,197.54
2015,Matara,June,Green Gram,280,21.2,86,6.7,70,August,237.85
2015,Matara,July,Green Gram,217,25.2,80,6.3,70,September,202.34
2015,Matara,August,Green Gram,192,29.1,89,6.3,70,October,295.01
2015,Matara,September,Green Gram,102,31,66,5.5,70,November,202.46
2015,Matara,October,Green Gram,45,21.8,80,7,70,December,307.98
2015,Matara,November,Green Gram,155,22.2,72,6.7,70,January,321.72
2015,Matara,December,Green Gram,315,32.9,63,5.9,70,February,317.45
2015,Matara,January,Cowpea,96,20.6,79,5.6,70,March,265.33
2015,Matara,February,Cowpea,234,23.5,70,7.1,70,April,308.02
2015,Matara,March,Cowpea,101,21.6,69,6.8,70,May,359.15
2015,Matara,April,Cowpea,251,28.3,67,6.4,70,June,250.41
2015,Matara,May,Cowpea,284,28.6,77,6,70,July,332.79
2015,Matara,June,Cowpea,155,21.2,78,6.7,70,August,269.31
2015,Matara,July,Cowpea,164,28.6,73,6.7,70,September,222.62
2015,Matara,August,Cowpea,293,20.8,60,6.6,70,October,288.65
2015,Matara,September,Cowpea,237,22.4,66,6.1,70,November,346.75
2015,Matara,October,Cowpea,310,26.7,80,6.8,70,December,262.39
2015,Matara,November,Cowpea,272,28.5,92,5.7,70,January,231.85
2015,Matara,December,Cowpea,226,25,88,7,70,February,296.26
2015,Matara,January,Groundnut,244,22.4,77,6.2,110,May,441.47
2015,Matara,February,Groundnut,92,21.9,66,6.8,110,June,339.85
2015,Matara,March,Groundnut,275,22.4,61,6.3,110,July,406.04
2015,Matara,April,Groundnut,220,23.5,65,6.1,110,August,333.35
2015,Matara,May,Groundnut,243,26.5,92,6.1,110,September,385.63
2015,Matara,June,Groundnut,229,21.3,84,6.7,110,October,381.35
2015,Matara,July,Groundnut,190,22.5,71,6.5,110,November,405.74
2015,Matara,August,Groundnut,292,26.7,66,6.7,110,December,432.37
2015,Matara,September,Groundnut,96,22.9,63,7,110,January,416.15
2015,Matara,October,Groundnut,162,20.9,66,6,110,February,486.23
2015,Matara,November,Groundnut,247,25.1,66,5.9,110,March,472.89
2015,Matara,December,Groundnut,177,26.4,70,6.8,110,April,364.26
2015,Matara,January,Maize,187,29.2,78,6.7,100,April,120.98
2015,Matara,February,Maize,297,31.8,90,6.8,100,May,189.23
2015,Matara,March,Maize,162,22.2,64,5.8,100,June,142.39
2015,Matara,April,Maize,273,21.8,60,6.6,100,July,151.01
2015,Matara,May,Maize,50,22.3,76,7,100,August,127.87
2015,Matara,June,Maize,44,27.7,90,6.5,100,September,156.45
2015,Matara,July,Maize,166,26.1,62,6.9,100,October,163.55
2015,Matara,August,Maize,188,30.9,92,5.8,100,November,125.69
2015,Matara,September,Maize,88,21.3,81,6.3,100,December,178.63
2015,Matara,October,Maize,319,23.3,91,5.9,100,January,153.79
2015,Matara,November,Maize,220,23.9,81,7,100,February,182.21
2015,Matara,December,Maize,287,21.5,61,5.8,100,March,149.43
2015,Matara,January,Pumpkin,152,28.6,69,6.1,120,May,107.6
2015,Matara,February,Pumpkin,260,24.7,65,5.8,120,June,185.2
2015,Matara,March,Pumpkin,95,32.6,88,7.2,120,July,178.59
2015,Matara,April,Pumpkin,129,23.4,82,7,120,August,137.85
2015,Matara,May,Pumpkin,253,32.3,77,6,120,September,108.45
2015,Matara,June,Pumpkin,306,29.1,67,6.2,120,October,143.22
2015,Matara,July,Pumpkin,217,23.7,60,6.3,120,November,162.58
2015,Matara,August,Pumpkin,278,28.9,78,6.6,120,December,160.8
2015,Matara,September,Pumpkin,195,26.3,64,6.9,120,January,106.31
2015,Matara,October,Pumpkin,60,22.8,67,5.6,120,February,130.69
2015,Matara,November,Pumpkin,260,24.6,60,5.6,120,March,116.57
2015,Matara,December,Pumpkin,185,30.2,92,6.6,120,April,169.59
2015,Matara,January,Brinjal,119,32.4,77,5.7,130,May,249.86
2015,Matara,February,Brinjal,261,27.6,65,6,130,June,161.55
2015,Matara,March,Brinjal,221,23.2,84,6.2,130,July,279.33
2015,Matara,April,Brinjal,90,31.6,79,6.5,130,August,179.34
2015,Matara,May,Brinjal,263,28.8,80,6.9,130,September,175.04
2015,Matara,June,Brinjal,142,23.3,86,6.4,130,October,195.43
2015,Matara,July,Brinjal,83,23.9,89,6.4,130,November,204.87
2015,Matara,August,Brinjal,263,21.2,88,6.7,130,December,220.98
2015,Matara,September,Brinjal,223,26.1,87,6.3,130,January,278.64
2015,Matara,October,Brinjal,276,20.4,61,7.1,130,February,210.54
2015,Matara,November,Brinjal,111,28,79,6.8,130,March,230.62
2015,Matara,December,Brinjal,231,21.7,78,5.6,130,April,263.98
2015,Polonnaruwa,January,Paddy,104,25.2,60,6.3,120,May,265.72
2015,Polonnaruwa,February,Paddy,305,26,63,5.6,120,June,200.66
2015,Polonnaruwa,March,Paddy,94,24.3,66,6.9,120,July,239.64
2015,Polonnaruwa,April,Paddy,209,31.2,67,6.8,120,August,254.02
2015,Polonnaruwa,May,Paddy,67,29.1,69,6.5,120,September,292.68
2015,Polonnaruwa,June,Paddy,109,22.9,69,6,120,October,206.04
2015,Polonnaruwa,July,Paddy,43,30.5,72,5.7,120,November,165
2015,Polonnaruwa,August,Paddy,101,26.8,75,5.8,120,December,227.53
2015,Polonnaruwa,September,Paddy,298,25.8,63,7.1,120,January,204.59
2015,Polonnaruwa,October,Paddy,287,32.8,75,6.9,120,February,237.17
2015,Polonnaruwa,November,Paddy,264,31.2,67,6.2,120,March,248.98
2015,Polonnaruwa,December,Paddy,134,21.8,75,5.8,120,April,262.9
2015,Polonnaruwa,January,Tomato,319,22.6,90,6,90,April,253.11
2015,Polonnaruwa,February,Tomato,292,24.8,77,6.2,90,May,257.09
2015,Polonnaruwa,March,Tomato,94,26,87,5.8,90,June,202.41
2015,Polonnaruwa,April,Tomato,101,27.3,60,6.5,90,July,169.5
2015,Polonnaruwa,May,Tomato,267,20.6,82,7.1,90,August,226.76
2015,Polonnaruwa,June,Tomato,274,23.6,70,6.1,90,September,277.97
2015,Polonnaruwa,July,Tomato,297,22.7,84,6.4,90,October,188.03
2015,Polonnaruwa,August,Tomato,117,24.6,81,6.3,90,November,278.34
2015,Polonnaruwa,September,Tomato,111,23.6,79,7.1,90,December,174
2015,Polonnaruwa,October,Tomato,287,24.9,90,6.5,90,January,188.81
2015,Polonnaruwa,November,Tomato,299,30.1,76,5.7,90,February,207.78
2015,Polonnaruwa,December,Tomato,218,27.6,85,5.6,90,March,168.9
2015,Polonnaruwa,January,Chili,121,23,66,6.3,150,June,868.2
2015,Polonnaruwa,February,Chili,205,29.9,75,5.7,150,July,958.84
2015,Polonnaruwa,March,Chili,236,29.8,86,7.1,150,August,590.37
2015,Polonnaruwa,April,Chili,168,21.5,64,6.3,150,September,730.94
2015,Polonnaruwa,May,Chili,55,32,80,5.7,150,October,764.78
2015,Polonnaruwa,June,Chili,108,32.9,72,5.8,150,November,783.5
2015,Polonnaruwa,July,Chili,186,22.9,70,6.2,150,December,800.34
2015,Polonnaruwa,August,Chili,138,21.1,61,6.6,150,January,863.4
2015,Polonnaruwa,September,Chili,144,20.4,68,7,150,February,724.3
2015,Polonnaruwa,October,Chili,248,27.4,64,6.1,150,March,869.56
2015,Polonnaruwa,November,Chili,310,26.5,73,6.5,150,April,775.68
2015,Polonnaruwa,December,Chili,220,24.6,68,6.9,150,May,760
2015,Polonnaruwa,January,Big Onion,232,31.4,65,5.7,105,May,265.09
2015,Polonnaruwa,February,Big Onion,91,21.5,74,5.6,105,June,268.58
2015,Polonnaruwa,March,Big Onion,51,22.9,78,7.1,105,July,225.21
2015,Polonnaruwa,April,Big Onion,223,20.9,70,7.1,105,August,198.72
2015,Polonnaruwa,May,Big Onion,163,31.1,92,6,105,September,280.3
2015,Polonnaruwa,June,Big Onion,319,29.1,67,6.5,105,October,328.04
2015,Polonnaruwa,July,Big Onion,174,28.5,62,6.1,105,November,226.63
2015,Polonnaruwa,August,Big Onion,211,31.5,63,5.7,105,December,269.56
2015,Polonnaruwa,September,Big Onion,208,32,63,5.9,105,January,198.44
2015,Polonnaruwa,October,Big Onion,58,24.5,64,7.1,105,February,277.22
2015,Polonnaruwa,November,Big Onion,81,31.5,90,7.1,105,March,228.08
2015,Polonnaruwa,December,Big Onion,61,21.4,91,6.4,105,April,285.05
2015,Polonnaruwa,January,Red Onion,260,26.2,74,5.5,95,April,274.12
2015,Polonnaruwa,February,Red Onion,140,26.9,84,6.7,95,May,417.46
2015,Polonnaruwa,March,Red Onion,286,20.7,84,6.7,95,June,352.74
2015,Polonnaruwa,April,Red Onion,258,27.1,67,6.2,95,July,450.9
2015,Polonnaruwa,May,Red Onion,228,24.6,81,6.2,95,August,274.66
2015,Polonnaruwa,June,Red Onion,158,21.2,60,5.9,95,September,419.47
2015,Polonnaruwa,July,Red Onion,314,27.4,60,7,95,October,314.98
2015,Polonnaruwa,August,Red Onion,69,21,68,6.2,95,November,321.85
2015,Polonnaruwa,September,Red Onion,200,24.5,75,7.2,95,December,289.74
2015,Polonnaruwa,October,Red Onion,243,26.2,67,6.6,95,January,278.54
2015,Polonnaruwa,November,Red Onion,318,22.7,82,7,95,February,442.84
2015,Polonnaruwa,December,Red Onion,267,29.3,83,6.8,95,March,323.96
2015,Polonnaruwa,January,Potato,165,26.8,77,6,110,May,322.46
2015,Polonnaruwa,February,Potato,93,20.7,86,6.7,110,June,336.94
2015,Polonnaruwa,March,Potato,183,21,68,6.9,110,July,318.78
2015,Polonnaruwa,April,Potato,196,29.6,73,5.7,110,August,355.48
2015,Polonnaruwa,May,Potato,112,20.5,75,6.7,110,September,341.98
2015,Polonnaruwa,June,Potato,272,32.4,61,6.3,110,October,231.08
2015,Polonnaruwa,July,Potato,182,27.6,79,6.9,110,November,240.21
2015,Polonnaruwa,August,Potato,182,31.1,84,6.3,110,December,380.3
2015,Polonnaruwa,September,Potato,236,25.8,74,5.8,110,January,258.2
2015,Polonnaruwa,October,Potato,260,26.9,79,5.6,110,February,362.34
2015,Polonnaruwa,November,Potato,53,31.8,81,7.1,110,March,388.34
2015,Polonnaruwa,December,Potato,150,29.8,81,6.7,110,April,336.88
2015,Polonnaruwa,January,Beans,258,30.2,63,6.9,75,March,432.79
2015,Polonnaruwa,February,Beans,187,31.2,89,6.2,75,April,472.61
2015,Polonnaruwa,March,Beans,305,23.4,84,6.3,75,May,538.23
2015,Polonnaruwa,April,Beans,161,21.7,60,6,75,June,463.82
2015,Polonnaruwa,May,Beans,180,21.1,75,6.8,75,July,371
2015,Polonnaruwa,June,Beans,242,20.5,77,6.1,75,August,458.22
2015,Polonnaruwa,July,Beans,46,21.6,80,6.9,75,September,503.42
2015,Polonnaruwa,August,Beans,267,26,88,5.5,75,October,308.88
2015,Polonnaruwa,September,Beans,223,26.2,73,6.2,75,November,439.1
2015,Polonnaruwa,October,Beans,80,23.6,80,7.1,75,December,405.71
2015,Polonnaruwa,November,Beans,172,30,77,5.9,75,January,418.78
2015,Polonnaruwa,December,Beans,156,28.2,69,7,75,February,457.43
2015,Polonnaruwa,January,Carrot,159,21.5,62,5.8,95,April,347.83
2015,Polonnaruwa,February,Carrot,265,27.5,62,6.4,95,May,292.63
2015,Polonnaruwa,March,Carrot,172,32.7,61,6.7,95,June,417.28
2015,Polonnaruwa,April,Carrot,220,27,62,6.5,95,July,316.75
2015,Polonnaruwa,May,Carrot,79,26.6,67,6.4,95,August,294.42
2015,Polonnaruwa,June,Carrot,206,27.4,86,5.6,95,September,331.94
2015,Polonnaruwa,July,Carrot,184,21.9,80,6.5,95,October,318.84
2015,Polonnaruwa,August,Carrot,248,31.7,83,6.3,95,November,440.25
2015,Polonnaruwa,September,Carrot,55,22.1,62,6,95,December,277.21
2015,Polonnaruwa,October,Carrot,53,21.4,73,6.9,95,January,348.64
2015,Polonnaruwa,November,Carrot,300,30.2,82,7.1,95,February,322.51
2015,Polonnaruwa,December,Carrot,56,28.5,69,6.1,95,March,445.07
2015,Polonnaruwa,January,Cabbage,80,32.4,74,6.5,90,April,242.76
2015,Polonnaruwa,February,Cabbage,320,29.5,67,6.9,90,May,192
2015,Polonnaruwa,March,Cabbage,66,27.9,88,6,90,June,156.06
2015,Polonnaruwa,April,Cabbage,190,31.8,81,5.9,90,July,217.91
2015,Polonnaruwa,May,Cabbage,225,23,80,6.8,90,August,147.47
2015,Polonnaruwa,June,Cabbage,163,25.8,86,6.1,90,September,173.01
2015,Polonnaruwa,July,Cabbage,298,21,83,6.6,90,October,200.36
2015,Polonnaruwa,August,Cabbage,269,30.2,74,6.5,90,November,224.29
2015,Polonnaruwa,September,Cabbage,104,32,75,6.8,90,December,179.02
2015,Polonnaruwa,October,Cabbage,110,27.9,78,6.1,90,January,147.74
2015,Polonnaruwa,November,Cabbage,249,25.5,69,6.5,90,February,203.32
2015,Polonnaruwa,December,Cabbage,141,31.7,89,5.5,90,March,148.05
2015,Polonnaruwa,January,Green Gram,174,30,90,6.8,70,March,214.72
2015,Polonnaruwa,February,Green Gram,57,30.8,61,6.7,70,April,349.43
2015,Polonnaruwa,March,Green Gram,107,26.7,84,7,70,May,250.28
2015,Polonnaruwa,April,Green Gram,245,29.1,75,6.7,70,June,213.57
2015,Polonnaruwa,May,Green Gram,212,27.7,66,7.2,70,July,202.06
2015,Polonnaruwa,June,Green Gram,221,32.3,86,6.6,70,August,310.55
2015,Polonnaruwa,July,Green Gram,263,23.8,90,6.7,70,September,309.42
2015,Polonnaruwa,August,Green Gram,300,21.1,60,6.5,70,October,252.7
2015,Polonnaruwa,September,Green Gram,272,24.9,88,5.8,70,November,307.72
2015,Polonnaruwa,October,Green Gram,183,32.3,66,5.9,70,December,271.95
2015,Polonnaruwa,November,Green Gram,64,27.3,92,6.9,70,January,261.56
2015,Polonnaruwa,December,Green Gram,205,25,71,7.1,70,February,201.54
2015,Polonnaruwa,January,Cowpea,147,25.6,77,6.5,70,March,313.4
2015,Polonnaruwa,February,Cowpea,90,24.5,70,5.7,70,April,256.01
2015,Polonnaruwa,March,Cowpea,264,22.9,70,6,70,May,364.17
2015,Polonnaruwa,April,Cowpea,94,32,77,5.7,70,June,244.75
2015,Polonnaruwa,May,Cowpea,300,29.8,61,6.5,70,July,216.68
2015,Polonnaruwa,June,Cowpea,316,27,72,5.5,70,August,349.86
2015,Polonnaruwa,July,Cowpea,53,24.8,78,7.1,70,September,305.96
2015,Polonnaruwa,August,Cowpea,267,26.8,89,6,70,October,228.42
2015,Polonnaruwa,September,Cowpea,101,25.8,87,6.3,70,November,224.59
2015,Polonnaruwa,October,Cowpea,110,32.9,67,7.1,70,December,345.01
2015,Polonnaruwa,November,Cowpea,153,29.5,80,5.8,70,January,266.34
